Kommentaari ID,Kommentaar,Meelsus
819,"Lasin komplekteerida arvuti, kätte saades ja igaks juhuks lahti kruvides, selgus, et kaane lahtikeeramine oli ülimalt vajalik. Arvuti korpuse sees oli kaks pisikest kruvi, mis olid jäänud DVD-lugejale külge keeramata ja olid emaplaadile mingite kondekate vahele kinni jäänud. Ei kujutagi ette mis oleks arvuti vooluvõrku ühendamisel juhtunud, arvatavasti oleks emaplaat läbi põlenud, kui lahtisi kruvikesi poleks enne arvuti vooluvõrku ühendamist leidnud",Negatiivne
826,"Soh siis. Vaat kui tore ,et ma kommentaare lugesin. mõtlesin ühe videokaardi ostule sealt  ja enam ei taha. ",Neutraalne
827,Ostsin ja väga rahul. Supperteenindus...,Positiivne
828,"Sai tellitud neilt. Kaup oli laos tellimis hetkel (ja mitte ainult 1tk) ja ka mitu päeva pärast seda. Kui makstud sai tekkis arve staatuse juurde, et kaup on ""tarne ootel"". Sai mitu päeva ootatud ja kui enam krediitkaardi ostu lihtsalt tühistada ei saanud (ehk raha üle kantud) saadeti meil, et kaupa pole. Väga ebausaldusväärne kui nii ""raha laenatakse"" ja lollitatakse et kaup on tarne ootel kui seda ei olegi tegelikult. ",Negatiivne
829,"Отличный магазин, низкие цены, единственный небольшой минус - мало товара на месте, почти всё надо заказывать. Но все заказы уже на протяжении нескольких лет всегда получаю во время, через 1-2 рабочих дня. Никаких задержек и проблем. Гарантийное обслуживание тоже на хорошем уровне, только что по гарантии обменяли HDD на новый, более новую модель.",Positiivne
832,"Tellisin compact flash kaardi märkides, et maksan sularahas kauba kättesaamisel. Tellimise lehel oli hinnaks 12 eurot. Mõnda aega hiljem saabunud arvel oli kirjas aga 16.50, mida tellimise hetkel kuskil ei paistnud. Peale helistamist selgus, et kuskil lehe all ääres on väikeses kirjas link, millele vajutades saab näha et kulleritasu on kuni 7 kg raskustel asjadel 4.50. ",Negatiivne
833,"Väga negatiivne kogemus, ""laos"" olnud ja igati tellitav kaup muutus üleöö täiesti lõppenuks, sellest muidugi mitte teatamata. Alles peale kahte tööpäeva, kolmandat telefonikõnet (lubati alati tagasi helistada, kui ""poiss"" tagasi tuleb) ja 1 e-maili (millele ei vastatud), ühmati väga üleolevalt telefonist vastu, et ""see kaup on otsas ja maksame raha tagasi"". Toru lendas hargile koheselt peale viimast sõna! Ainuke positiivne pool kogu tehingus, raha maksti koheselt tagasi. ""Täiesti otsas toote"" sain konkureerivast firmast telefoni teel tellitud ja kätte alla tööpäevaga (no oli natuke kallim)! Pigem hoiduge sellest riigikeelt praktiliselt mittevaldavast urkast!",Negatiivne
834,"Купил на днях там телек SAMSUNG 46"" LED-TV D8000 единственное ждать пришлось неделю из за праздников наверное Короче в принципе доволен",Positiivne
835,"teenindus hea, kuid kauba sain lubatust paar päeva hiljem kätte. Aga tasub igal juhul tellida modikompist !",Positiivne
837,Aga miks need head hinnad ikkagi kõrgemad on kui nt Rootsis?,Neutraalne
838,Tore! ,Neutraalne
839,"
Tellisin LG LE 5500 teleka. Vaatamata minupoolsele puterdamisele tasumisel laabus kõik ladusalt.",Neutraalne
841,"Ostsin 4GB RAM-i ja terabaidise sisemise kõvaketta.Teenindus kohapeal oli natuke lünklik, ei saadud eesti keelest täielikult aru.Tarnimise aeg venis pikaks ja meilid kauba asukoha kohta olid lünklikud ning neist oli väga raske aru saada - ei suudetud ennast piisavalt hästi väljendada ja kõik jäi väga segaseks ning kohati jäi tunne, et minuga ei taheta enam tegeleda.",Neutraalne
842,"Olen ostnud neilt 1TB välise ketta, ja monitori ning nüüd plaanin ka helisüsteemi osta, pmt pärast valin nende poe selle helisüsteemi ostmiseks, sest nad händlivad kogu asja ilusti ära, monitori pidin ootama veidi kauem kui alguses aru sain, aga see oli ka tegelikult minu enda valesti mõistmine. Vaesed idaeurooplased nagu me oleme, nii kui raha saame, et midagi osta, tuleb kohe kiirelt ära osta ja siis endast välja minna kui kaup kohe järgmine päev uksetaga ei ole, olgugi et tarne POODI on pandud 1-3 päeva ning kuller omakorda 1-3 päeva. :D aga igati positiivne, kõvaketas suri kuskil 2 nädalat peale ostmist ära, läksin poodi kohale, vaatasime asja üle, teenindajaga naersime natuke ja sain uue ketta. Igati musi süsteem ju. :D",Neutraalne
843,sry hinde unustasin panna :D,Positiivne
844,Tellisin teise videokaardi samast poest. Teist korda tuli järgmiseks päevaks kohale juba. Väga kiire võrreldes mõne teise firmaga. Soovitan,Neutraalne
845,"Kordan üle siin juba mõnel korral mainitu: see, et HV lehel kirjas, et kaup ""KOHAL"" ei tähenda selle firma puhul sugugi seda, et asi ka nii oleks. Ise lolli peaga kulutasin oma bensiini ja läksin ilma ette helistamata poodi kahte ""KOHAL"" olevat toodet ostma. Tagasi koju sõitsin muidugi tühjade kätega. Teenindaja suhtumine tundus ka selline, et ega ei tahetagi väga seal poes midagi müüa ja siis kliendid ainult käivad ja tüütavad. ",Neutraalne
846,Ostnud sellest poest korduvalt tavaliselt ise järel käies. Kohta on esimest korda minnes natu raske leida aga teenindus on hea. ,Positiivne
847,"Päris lai valik, leidsin just seda mida tahtsin. Soovitan.",Positiivne
850,"Küsisin emaili kaudu toote kohta infot ja samal ajal tõsteti hinda 7,3 euri võin mürki võtta et oli enne vananenud info, aga siit moraal, kui tundub soodne siis telli ära ja ära piiksu. Hinna uuendamisest loomulikult ei teavitatud kuigi toote kohta päringu esitasin.",Negatiivne
852,"Hindade uuendamine kodulehel on automaatne süsteem. Kord tunnis kontrollib süsteem maaletoojate laoseisud ja hinnad, vastavalt muutustele kuvatakse tulem kodulehel. Vabandame!",Positiivne
855,tellisin külmkapi Samsung RL34ECSW1. Kaup oli juba järgmisel päeval Viljandis. Hind parem kui mujalt ostes. Asjaajamine kiire ja korrektne. ,Positiivne
856,"Звонил по инфо телефону,сначало просто не брали трубку,когда наконецто получилось дозвониться,со мной разговаривало какое-то хамло. Ни одного нормального ответа,",Negatiivne
857,iga toote juures on alati kiri: otsas,Negatiivne
858,Ostsin Nikoni fotokaamera. Galador Grupp OÜ-s parim hind.,Negatiivne
859,"vaadates nende kodulehte - tule taevas appi, miks ma peaks sealt midagi tellima ja veel selliste hindadega",Negatiivne
862,"Ostes teenindus hea. Aga kahjuks ilmnes pärast sülearvuti ostu kohe probleem: pärast paari nupuvajutust lendas klahv küljest ega jäänud enam kinni. Kauplusesse pöördudes oldi seisukohal, et praktika järgi pidin ma ise tahtlikult seda tegema ning pöördugu ma ametliku arvutite hooldusega tegelega ettevõtte poole. Pöördusingi ja sain teada, et klaviatuur kui selline ei kuulugi garantii alla. Tegin järelduse et Photopointi järelteenindus on kliendivaenulik ja edaspidi ei osta sealt isegi mitte koopiapaberit, fototehnikast rääkimata. Tarbija õigustest seal ei hoolita.",Negatiivne
863,Mine lihtsalt kohale lol ! ;D ,Positiivne
866,Tahtsin osta &gt;1000€ kaupa aga koduleht maas: Application error (500),Neutraalne
867,Seda firmat soovitan kõigile soojalt !,Positiivne
868,"Tellisin sealt kaupa juba mitu päeva tagasi. Kontakti on olnud niipalju, kui ise olen helistanud, mõistlikku vastust pole kohaletoimetamise kohta antud. Üldiselt telefonile ei vastata, üks kord sain helistades pihta, lubati arve saata, aga ei saadetud. Teine kord lubati tagasi helistada, aga ei helistatud. Õnneks pole ettemaksu tehtud, valisin sularahas tasumise kauba kättesaamisel. Kui see asi nüüd veel õnnelikult laheneb, võtan oma sõnad tagasi.",Negatiivne
869,"Olen väga rahul selle firmaga. Enamus arvuti asju olen sealt tellinud. Toodete kirjeldus ja tarne tähtaeg vajaksid natuke korrigeerimist. Esialgu tundub kallis olema aga siiski tuleb arvestada, et transport on hinna sees. Teistes poodides tuleb alati järgi vaadata transpordi hind ja siis selgubki, et tegelikult ei olegi oluliselt odavam. Ühtegi praaki ega saamata asja pole veel olnud. Soovitan soojalt.",Positiivne
870,"Väga rahul, kaup saabus väga kiiresti.",Positiivne
872,"e-kaupluse ja DPD koostöö küll hästi ei suju. Kaup jõudis Tartusse 1 nädalaga, kuigi teele pandi ühe päevaga - saadeti alguses valesse kohta. Loomulikult selgus see viga alles siis, kui sai päev otsa vaheldumisi e-kauplust ja DPD-d kõnedega pommitatud.",Negatiivne
873,"Väga meeldiv ja ülikiire teenindus (eile hommikul kandsin raha, täna hommikul ulatati pakk mulle üle ukse)!",Positiivne
874,Lugedes neid kommentaare jõudsin kah juba natuke närveerima hakata kui raha olin maksnud ja seepeale veebipoest tellitav kaup eemaldati.,Positiivne
877,"olen sealt firmale aastaid asju ostnud, üldiselt probleeme pole olnud, soovitan!",Positiivne
879,promovad ennast pidevalt tarbija24 kommentaarides kui mõni veebipoe teemaline artikkel on..,Negatiivne
880,"Hinnad on kirved! metsikult! Hea et veel on meil inimesi, kes astavad sama kauba kallimalt ja saavad parema kvaliteediga",Negatiivne
881,Nagu palud varemkommenteerinud: Plussideks klienditeenindaja ausus ja otsekohesus (ei keeruta) ja ka kiirus.,Negatiivne
883,"ikka pole veel oma kaupa kätte saanud. saadeti vale asi, nüüd ilmselt ootan järgmised 2 nädalat, millal probleem laheneb. ",Negatiivne
884,"viimati ostsin endale IPhone 4 valge e-Kauplus.ee-st. kuna öeldi, et kauba tarnimiseks läheb kuni 7tp, ei võtnud ettemaksu, vaid sain makstud kättesaamisel. Selge ja viisakas suhtlemine nii telefoni kui ka meili teel. plaanin kodutehnikat sealt osta. Soovitan",Positiivne
887,Koduleht segamini ja tahab Google tõlkijat. Samuti tahab tõlkijat toote ostmisel andmete vormistamisel-enamus teksti on Läti keeles. ,Positiivne
890,"Отличный магазин. И цены, я смотрю, на многие товары ниже чем у других, наверное по-этому и покупаю там иногда. Обслуживание отличное, персонал дружественный, говорят отлично и по русский и по эстонский (для меня плюс, что на русском говорят, нынче это редкость). Товар, если приходиться заказывать, то получаю его, как правило, в течении двух дней, а то бывало в этот же день. Короче, нормальный магазин, рекомендую. Цены - супер!",Positiivne
891,"Какой-то стрёмный, по моему мнению, магазин. Цены не реальные. Судя по этим же ценам, эта фирма каким то образом уходит от оплаты налогов, либо дезинформируют налоговую. Так как похожие цены предоставляют поставщики или производители, без налога. И не реально продавать по таким ценам товар, обложенный налогом. Что-то тут тёмное.",Negatiivne
899,"Olen ka tellinud mitu korda neilt. Pole kordagi pidanud pettuma kauba pakendamisest või tarneajast. Kõik on olnud alati maksimaalselt parim. Lisaks ka tõsiasi, et kui vaja, siis toovad veel koju ka ära. Odavamalt, kui Smart post või ELS.",Positiivne
900,"Nagu eelpool mainitud: kaup  ei olnud laos ja tuli umbes nädal aega hiljem Garantii on ka nats segane: miskit paberit ei antud - öeldi, et rahvusvaheline garantii. Loodan et ikka on...",Neutraalne
905,"eelnevad kommentaarid  tunduvad ok, kes teeb sellel ikka vahel juhtub. Minul jääb vist ost  aga tegemata, sest 100% ettemaks ei lähe kohe mitte. Loodame ,et asjad muutuvad, hinnad on ju normaalsed.",Negatiivne
906,ma leidsin veel odavama ,Positiivne
907,"Toimus täpselt sama asi, mis SaS 28.06.2011 14:07. Kuna teadsin, et maaletooja laos antud toodet ei ole, ox.ee lehel näitas aga 8-t toodet, helistasin igaks juhuks enne tellimist ja tasumist üle ja küsisin, kas neil ikka on vastav toode olemas. Kinnitati, et on küll kindlasti olemas. Lubatud tähtaegadest seal kinni ei peeta, antakse kontrollimatut ja eksitavat infot. Ei soovita sealt osta ja ei osta edaspidi ka ise!",Negatiivne
908,"Ei soovita siit tellida! Tärneagadest kinni ei peeta,Klienditeenindus annab ka soovida! Kliendiga ise ühendust ei võeta,üks keerutamine käib! Kui küsisin  kaugel mu TV on hakkati ajama ,et DPD kuller sai vale postiindeksi ja TV toodi tagasi poodi.Pakki jälgimis koodi mulle ka ei antud. Eks näis kas saan tv kätte paari päeva jooksul.",Negatiivne
909,Ühinen täiesti Gibsoni kommentaariga.,Negatiivne
910,"Андрейка, вы не правы.",Positiivne
912,"Meilidele tulevad vastused paari minuti jooksul, klienditeenindus on väga hea. ",Positiivne
913,Ostsin külmkapi Samsung RL55VJBIH1.Hind oli palju oodavam kui poes.,Positiivne
915,"Ülimalt rahul! Tellisin peegelkaamera neljapäeva öösel, reedel saadeti teele ning smartpostiga jõudis juba esmaspäeva õhtuks minu kätte(Saaremaale jõuab smartpostiga muidu ülejärgmine tööpäev, aga jõudis isegi varem!) Igatahes, väga suur kiitus kiirele teenindusele ja kaameraga olen ka ülimalt rahul :)",Positiivne
917,"Mõttetu firma , koduleht multikeelne, tellid asja ära ja ei juhtu mitte midagi.",Negatiivne
918,"Kaks nädalat tagasi tellisin sülearvuti. Ütlesid, et läheb nädal aega. Kui lubatud nädal oli möödas, saatsin kirja ja küsisin, kas on kohal, nad ütlesid, et läheb nädal veel. Siis saatsid kirja umbes tund hiljem, et siiski läheb nädal ja üks päev veel. Täna pidi asi kohal olema. Helistan, ütlevad, et homme saan. Uskumatult sitt teenindus, ma pean ise neile helistama, et infot saada. Kui kliendile öeldud ajal asja kätte ei saa, siis peaks klienti ju teavitama. Esimene kogemus 1a.ee'ga ja ma ei taha enam seda korrata, mitte kunagi enam ei osta neilt mitte midagi. Täielik pettumus. Hinnang: Lauspask",Negatiivne
919,Läpakas tuli ilusti kohale järgmisel päeval nagu lubatud. Soovitan!,Positiivne
920,"Teenusega olen väga rahul. Tellisin neilt Nokia E52 esmaspäeval, kolmapäeval enne lõunat oli DPD kuller ukse taga (Tartu). Kuna makseviis oli lunasaadetis, ehk maksan siis kui kaup käes, siis julgen soojalt soovitada. Kaotada pole ju midagi. ",Positiivne
922,"Ma hästi ei kujuta ette, kuidas saab pood Hinnavaatluses toote kohta valetada. Oletan et see ikka pigem HV viga, kui on toode valesti seotud vms.",Positiivne
923,"HV's toodet otsides leidsin parima pakkujana ATF'i. Uurisin igaksjuhks veel ka kodulehte ja tõepoolest, hind sama. Egas midagi. Sõit kohale, trepist üles ning poeuksest sisse, kuna olin hetkel ainuke klient siis esitasin kohe müüjale oma ostusoovi. Üllatusena oli hind selle vahepealse tunnijooksul kerkinud. Esitasin müüjale pretensiooni, et kuule mees, kodukal üks hind ja kohapeal teine, nii ei lähe. Temal oli aga rahvusliku eripära arvestades p***i ning soovitas kas võtta või jätta. Kuna oli juba kohal siis võtsin, st soetasin hinnaga mis küsiti. Kodus tagasi võtsin uuesti kodulehe ja HV lahti ja mis ma näen, hind endine - ei ole tõusnud. Kirjutasin kontaktaadressile täpsustava küsimuse, et kuidas nii...vastus saabus üsna kiirelt ning vabandati ja soovitati poodi tagasi tulla kus nad vaheraha tagasi annavad. Vaatamata näiliselt positiivsele lõpule soovitan siiski kliendil enne ostu sooritama minemist oma tagalat kindlustada (näiteks väljatrükk kodulehelt, tarbijakaitse seadusest vms ;-).",Negatiivne
929,Olen ostnud sealt HP läpaka ja siiani väga rahul!,Positiivne
931,"Ei ole üldse rahul selle firmaga. Sai 3 nädalat tagasi tellitud LCD ja kõik oli nende poolt ok et kohe panevad teele ja 2 päeva pärast olemas. Kui nädal aega hiljem telekat ei olnud veel jõudnud saatsin neile meili selle kohta - 2 päeva hiljem helistati ja öeldi et jah vabandust aga meil see LCD otsas aga kohe laos on olemas 5 tolli suurem sama LCD ja tegid ka hea pakkumise nii et sai see siis tellitud, lubati et 2 päeva pärast saan juba kätte. Läks siis uus nädal aega ja tuli uus kõne neilt et kahjuks ka seda LCD-d neil ei ole aga pakkuda üks kolmas veel mille peale saatsin nad ""viisakalt"" kuu peale ja tühistasin oma tellimuse.",Negatiivne
932,"Juhin tähelepanu, et hinnavaatluses avaldatud kontakt telefoninumber ei ole kasutuses. Tellisin samuti teleri, olen oodanud nädal aga siiani ei ole isegi ühendust võetud. Teler ise on nende poolt välja pandud ulme odava hinnaga, tellimise päeval oli ka kiri, et kaup on laos olemas. Väga kahtlane tundub!  Kaodanud pole midagi, õnneks valisin makseviisiks, sularaha kättetoimetamisel.",Negatiivne
934,"Kasutan seda poodi üsna tihti, tellin e-poodi kaudu, tuleb sms et kaup kohal, tulen järgi. Alati kõik korras oli.",Positiivne
936,"Üldiselt olen rahul, kuna kauba sain kätte võrreldes eesti hindadega umbes poole odavamalt. Samuti plussiks on see, et ettemaksu ei pea tegema. Miinuseks on aga, et netilehel on märgitud ""kaup laos"", kuid peale tellimist läti keeles tuleb vastus, et kaupa ei ole ja ei ole teada kas tuleb. Veel ei meeldinud, et tarneaeg oli liiga pikk 16 päeva, kuid kui on viitsimust siis tellimine tasub ära.",Positiivne
938,"Kauba sain kätte, kuid tehing ise pole veel siiski lõpule viidud segaduste tõttu maksmisega, kuna kuller sularaha vastu ei võtnud. Vajalikud ostudokumendid olid olemas, ning veebis kontrollides on ka kehtiv garantii. Tagasilööke on andnud see, et kaup pole toodetud eesti turu jaoks, muus osas kõik OK.",Negatiivne
939,"Väga asjalik teenindus ja hea hind, kauplemisvõimalusega ;)",Positiivne
940,Mõned korrad olen kasutanud seda poodi.Käinud nii kohapeal ja tellinud netist ning kõik sujub ladusalt...,Positiivne
941,Aega läks aga kaup tuli kohale. Tellin teinekordki.,Negatiivne
942,"4 tuumalist kohta ei leia kodukalt, aga 3333 on võetud inteli kodulehelt -",Positiivne
947,"Suhtlemine annab küll soovida, mailidele ei vastata, õiget kontaktnumbrit ei ole.",Negatiivne
950,"Zakazal LED monitor PHILIPS, prishel 4erez 4 nedeli. u kogo est' vremja zdat', to vam sjuda.",Negatiivne
951,"Tellisin teleri, ootasin nädala, ei miskit. Mailimise peale lõpuks helistati, vabandati ja lubati nädala pärast. Ja tellitud teler jõudiski minuni 150 eurot odavamalt dlb.ee pakkumisest, mis nende sõnul olla kõige odavam.Neostore plussiks on ettemaksu puudumine, midagi ju kaotada ei olnud. Ootamine tegi küll vahepeal närviliseks aga lõpuks tasus end kuhjaga ära. Kliendiga suhtlemine pole aga nende kõige tugevam külg.",Neutraalne
952,Suurepärane teenindamine!,Positiivne
960,"pole midagi halba öelda , tellisin netist endale uue korpuse ja järgmiseks päevaks toodi kaup ukse ette ilusasti ära",Positiivne
961,hea pood,Positiivne
962,"Ostsin peegelkaamera. Terve ootamise aja ikka pabistasin, et ei tea, kas oli õige mõte sealt tellida. Alguses võttis neil nädala aega, et helistada, millal kaup jõuab ja siis öeldi, et kaup jõuab nädala pärast. Ehk siis umbes 2 nädalat ootamist. Kuid kaup tuli lõpuks isegi päeva varem kohale kui oli lubatud. Suhtlemine oli minul inglise keeles, saime väga hästi hakkama. Kaup ja õige ja korralik, seega nurisemist ei ole, sain 200 euri odavamalt kui kuskilt poest ostes ning tasusin pärast sularahas. Mina julgen soovitada.",Positiivne
964,kas see on tasuta tellimus või tasuline?,Positiivne
966,"Ostnud mitmeid arvutijuppe probleemideta, igati vastutulelik teenindus (sai üks korpus natuke hiljem ümber vahetatud kui ettenähtud) - seega olen igati rahul. ",Positiivne
967,"Lugesin ennist teiste kommentaare ja paljud tõid just negatiivse poole pealt halva klienditeeninduse. Kogesin seda ka ise hiljuti kui oma sammud ATF poe poole seadsin, müüjad ei näita mingisugust huvi kliendi vastu.  Kui inimesega räägin siis ma eeldan, et vaadatakse ikka silma ja proovitakse kliendile lahendusi pakkuda aga kogesin hoopis midagi muud :(. Minu soovitus on võtta energilised ja positiivsed inimesed tööle, et kliendil oleks tahtmine minna sinna tagasi ja tunne, et oled alati teretulnud. Kuna ATF jääb minu kodule lähemale kui teised poed siis just  ""halva klienditeeninduse"" pärast vist pean mujalt juppe vaatama.",Neutraalne
969,Kaks korda suhelnud. Kaup liigub kiiresti ja tullakse kliendile vastu.,Positiivne
971,"Juhul kui soovite osta kaupa E-Poest 1A, siis soovitan  järgi minnes hoolikalt kontrollida arvuti seisukorda või maksta ülekandega ja lasta kaup saata postiga, sest siis on teil 14 päeva õigus kaup müüjale tagastada ja raha tagasi saada. Mina ostsin neilt arvuti ja käisin ise järgi, kodus selgus, et kaardilugeja kork (dummy) oli kinni ning pesasse valesti paigaldatud (tagurpidi) kui probleemiga nende poole pöördusin öeldi et see pole nende asi - pöörduge garantiisse. Õnneks sai mul üks tuttav garantiiga aidata (sellepärast, et oli mehhaaniline vigastus ning oli vaja emaplaati välja vahetada).",Negatiivne
972,täitsa toimib ja kaup tuleb ja ise ka suhtlevad. Positiivne kogemus igatahes. Makseviis on ka hea kauba kättetoimetamisel.,Positiivne
974,"Pühapäeval tellisin 3 toodet, maksin kohe ära.",Negatiivne
980,"Isiklikult negatiivne kogemus puudub, KUID lähikondlane ostis endale spetsiifilise väiksemõõtmelise graafikakaardi, läks see garantiisse, kuna tundus, et tolle mälu oli otsustanud ära surra.",Negatiivne
981,"Nojah, reklaamime aga HVs sooduka välja ja siis selgub, et hind on ""muutunud"". Nevermind.",Negatiivne
982,Nojahile. Mis tootega tegemist on? Arvutimaailmas hinnad ongi volatiilsed.,Neutraalne
984,Meeldivalt kiire reageerimine kirjadele. Samuti ei ületanud ka tarneaeg lubatud ajavahemikku.,Positiivne
985,"Hea hinna/kvaliteedi suhe, ostan tihtipeale sealt.",Positiivne
986,"Kui tarne hilineb,siis tuleb endal huvi tunda.Fauni poolt  infot meilile ega telefonile ei tule.",Negatiivne
987,Ainukeseks puuduseks peaksin sega-keelset suhtlemist. Kodulehel ka pooled asjad justkui google´ga tõlgitud. Soovitav oleks siis üldsegi inglise keelne leht teha.,Positiivne
989,Muljed positiivsed.,Positiivne
991,"Esmaspäeva varahommikul tellisin teleka, hind ülimalt soodne. Reede pärastlõunaks toode käes, super!!!",Positiivne
992,"Parim e-pood, mida ma senimaani Eestis näinud olen. Soovitud kaubani jõudsin ülikiiresti ja see oli märkimisväärselt soodsam kui mujal või seda toodet polnud üldse teistel pakkujatel. Kaup järgmiseks päevaks kulleriga ukse taga - viis pluss tase !!!",Positiivne
993,"Kiire ja meeldiv teenindus, lisaks sellele on hinnda väga head, eriti eripakkumise hinnad!!",Positiivne
996,"Tellisin lukuvaba iPhone 4, mis oli parima hinnaga ja märkega Laos. Järgmine päev tõi kuller paki ja olen üli rahul. Tubli Digizone!",Positiivne
997,"Jõle huvitav küll. Kandsin raha üle, aga veebis näitab, et pole makstud.",Negatiivne
998,"Я там ещё ни чего не покупала, но почитав комментарии, и зная некоторые фишки, могу предположить, что не всё так чисто. Да, цены низкие, и оплата по факту - это большой довод.    Но если они не обслуживают гарантийные случаи, это уже говорит о том что они не хотят афишироваться. И наверное, ни каких счетов они не выписывают? Или выписывают? Вообщем, во-первых, не реально такой огромный ассортимент продавать ниже рыночной цены. Я понимаю, определённый ассортимент, когда есть договорённость с поставщиками определёнными, но что бы все!!! Тут скорее всего дело с обходом налогов и всё. По другому это не объяснить, хотя могу ошибаться, но скорее всего я права. Во-вторых, их подход к ""лицу фирмы"", т.е. сайт, настораживает - залипуха сплошная, похоже на фирмы однодневки, как в России, по функционирует фирма определённый период, а потом просто исчезнет. ",Negatiivne
999,"Kolmapäeva õhtul tellisin külmkapi. Reede hommikul helistati ja teatati, et saadavad külmkapi järgmisel neljapäeval. Reedel sain külmkapi kätte. Kauba eest maksin sularahas DPD kullerile. Külmkapi sain 80 euri odavamalt. Olen väga rahul, tulevikus tellin veel.",Positiivne
1002,"ostsin telku. Teisipäeval lõuna paiku tellisin, neljapäeval peale lõunat oli käes. Oleks saanud ka varem, aga kolmapäev oli mul kinni, ma ei saanud töölt koju sõita, et vastu võtta. ",Neutraalne
1003,"Tellisin puutetundliku pulga, kaup tuli kiiresti kohale ja isegi pisike maiustus oli pakki pandud. :) Jäin ka väga rahule ja kindlasti soovitan ka teistel sellest firmast tellida.",Positiivne
1004,"Parem osta 1-2 Euro kallim, kui oodata 4 päeva ja pärast saada hopis teise asja.",Negatiivne
1005,Julgen soovitada 1a.ee väga soojalt. Sealt saab häid kaupu ja hea teeninduse ning garantii küsimustes aitavad alati. Ja lisaks on 1a.ee-l väga hea asukoht. Lõpuks ometi on üks tasemel veebipood Eestis :),Positiivne
1007,Sellel firmal on juba võlg.Vaata krediidiinfo.ee,Negatiivne
1008,Pole ühtegi halba kogemust.,Positiivne
1009,Kas saab ka garantii,Neutraalne
1010,"Tellisin arvutile mõned jupid kiiruga ära ning hiljem otsustasin teiste kasuks, kuid sai telefoni teel väga lihtsalt tellimust muuta. Kaup käes 2 päevaga ukse ette.",Positiivne
1011,"Tellisin yleeile kell 14 gpsi, järgmine päev kell 10 oli kuller rakveres ukse taga :)",Positiivne
1012,"Sealt ostetud kõvaketas oli defektne, vahetati ilusti teise firma vastu, ei mingeid probleeme. ",Positiivne
1014,"Küsimusele vastati kiirelt, kaup käes lubatud ajal. Eesti keelega saab asjad aetud, postikulu ei ole tellimisel kohe näha ja oli oodatust veidi kõrgem. Julgen teinekordki tellida.",Positiivne
1016,"Parem siin ei osta,maksuvõlg on firmal.",Negatiivne
1017,"Tellisin peegelkaamera. Reede hommikul saadeti arve, maksin sama päeva lõuna ajal ära, pärastlõunal pandi smartpostiga teele ja laupäeva õhtupoolikul sain juba pakiautomaadist asja kätte. Kiire teenindus, kaameraga rahul ja hind väga hea.",Positiivne
1018,"Ostsin  teleri LG 32lk430. Tellisin hommikul, õhtul oli teler kodus. Soovitan!",Positiivne
1020,"Классный магазин! Собрал там себе недавно компьютер на 600 евро. Все качественно, все работает, цены хорошие. Пока что один из лучших комп магазинов ",Positiivne
1022,"Sain teleri kätte üks päev pärast tellimist (koos transpordiga Tartusse) ja olen väga rahul. Samas soovitan e-maili teel üle küsida, millal kaup kohale jõuab. E-mailidele vastati kiiresti.",Positiivne
1027,"sain kauba  ilusasti kätte. soovitan soojalt teistelegi. peale tellimist helistasin veel kontorisse, et uurida kas tellimus läks läbi ning vastati sõbralikult ja meeldivalt. meeldiv, võimalusel kasutan seda ka teinekordki.",Positiivne
1031,"Tellisin telefoni. Kaup oli laos , sain smartpostiga isegi varem kätte kui oleks pidanud jõudma. Usaldusväärne pood , soovitan teistelegi ! :)",Positiivne
1034,"Kõik tellitud tooted alati nii nagu lubatud, asjaajamine kiire ja korralik! Mitte ühtegi viga pole tekkinud! Parim koht!",Positiivne
1038,"Tere,",Positiivne
1041,Teenindus kiire ja korralik! Soovitan soojalt ja eripakkumise hinnad on lisaks sellele veel väga head!,Neutraalne
1042,Sai ostetud Samsungi monitor. ,Negatiivne
1043,aruasaamatuste tõttu saan kauba 2 nädalat hiljem kätte,Neutraalne
1044,Olen mitu korda siit tellinud ja kordagi pole pidanud pettuma. Kiire ja meeldiv teenindus. Hinnad on soodsad! Soovitan kõigile! :),Positiivne
1046,Tellisin eile kauba ja täna sain juba kätte. Kaup korralik ja hind soodne.,Positiivne
1047,"Tellisin teleri.Teatati , et momendil kaupa ei jätku kuid lubati kohe otsida ning 3-4 päeva möödudes teatati ,et teler on olemas.Kuna summa oli suurem kui 1200.-E siis ülejäänud summa paluti tasuda Neastore arvele( kuller ei võta üle 1200.-E sularaha vastu).Nii ka talitasin ja pidin kauba järgmisel päeva õhtul kätte saama.Järgmisel päeval peale lõunat teatati ,et kauba kättesaamine viibib ühe tööpäeva võrra. Olin pisut närvis,kuid järgmisel hommikul oli kaup ukse taga-nii et kokkuvõttes läks kõik hästi ja riskida ei ole ju millegagi kui tasud otse kullerile.Järelikult võib julgelt tellida!",Positiivne
1048,"Tellisin Lenovo z570 laupäeva õhtul, kolmapäeva hommikul käes! Olen väga rahul.",Positiivne
1051,aga personal on seal igati meeldiv ja abivalmis mulle meeldib ,Positiivne
1052,"Sain tellitud kaupa 3 päevaga, kiirem kui lubatud.  Hea suhtlemine. Kiire ja täpne teenindus. Meeldis väga. Kui tekkib võimalus ostan sealt jälle!",Positiivne
1055,"Kiire ja meeldiv teenindus 5+ , lisaks sellele on hinnda väga head, eriti eripakkumise hinnad!!",Neutraalne
1056,Suhtlemine meili teel oli korrektne ja meeldiv.,Neutraalne
