number,suffix,pos,form,ending
([1-9][0-9]*)?[1-9]00\.$,aid,O,pl p,id
([1-9][0-9]*)?[1-9]00\.$,daid,O,pl p,id
([1-9][0-9]*)?[1-9]00\.$,id,O,pl p,id
([1-9][0-9]*)?[1-9]00\.$,ndaid,O,pl p,id
([1-9][0-9]*)?[1-9]00\.$,daini,O,pl ter,ini
([1-9][0-9]*)?[1-9]00\.$,aini,O,pl ter,ini
([1-9][0-9]*)?[1-9]00\.$,ndaini,O,pl ter,ini
([1-9][0-9]*)?[1-9]00\.$,ini,O,pl ter,ini
([1-9][0-9]*)?[1-9]00\.$,ndateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]00\.$,dateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]00\.$,ateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]00\.$,teni,O,pl ter,teni
([1-9][0-9]*)?[1-9]00\.$,ndaiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]00\.$,aiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]00\.$,daiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]00\.$,iks,O,pl tr,iks
([1-9][0-9]*)?[1-9]00\.$,ateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]00\.$,ndateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]00\.$,teks,O,pl tr,teks
([1-9][0-9]*)?[1-9]00\.$,dateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]00\.$,ndata,O,sg ab,ta
([1-9][0-9]*)?[1-9]00\.$,data,O,sg ab,ta
([1-9][0-9]*)?[1-9]00\.$,ta,O,sg ab,ta
([1-9][0-9]*)?[1-9]00\.$,ata,O,sg ab,ta
([1-9][0-9]*)?[1-9]00\.$,alt,O,sg abl,lt
([1-9][0-9]*)?[1-9]00\.$,ndalt,O,sg abl,lt
([1-9][0-9]*)?[1-9]00\.$,dalt,O,sg abl,lt
([1-9][0-9]*)?[1-9]00\.$,lt,O,sg abl,lt
([1-9][0-9]*)?[1-9]00\.$,dal,O,sg ad,l
([1-9][0-9]*)?[1-9]00\.$,ndal,O,sg ad,l
([1-9][0-9]*)?[1-9]00\.$,al,O,sg ad,l
([1-9][0-9]*)?[1-9]00\.$,le,O,sg all,le
([1-9][0-9]*)?[1-9]00\.$,ndale,O,sg all,le
([1-9][0-9]*)?[1-9]00\.$,dale,O,sg all,le
([1-9][0-9]*)?[1-9]00\.$,ale,O,sg all,le
([1-9][0-9]*)?[1-9]00\.$,ast,O,sg el,st
([1-9][0-9]*)?[1-9]00\.$,dast,O,sg el,st
([1-9][0-9]*)?[1-9]00\.$,ndast,O,sg el,st
([1-9][0-9]*)?[1-9]00\.$,st,O,sg el,st
([1-9][0-9]*)?[1-9]00\.$,ndana,O,sg es,na
([1-9][0-9]*)?[1-9]00\.$,dana,O,sg es,na
([1-9][0-9]*)?[1-9]00\.$,ana,O,sg es,na
([1-9][0-9]*)?[1-9]00\.$,na,O,sg es,na
([1-9][0-9]*)?[1-9]00\.$,da,O,sg g,0
([1-9][0-9]*)?[1-9]00\.$,nda,O,sg g,0
([1-9][0-9]*)?[1-9]00\.$,ndasse,O,sg ill,sse
([1-9][0-9]*)?[1-9]00\.$,sse,O,sg ill,sse
([1-9][0-9]*)?[1-9]00\.$,asse,O,sg ill,sse
([1-9][0-9]*)?[1-9]00\.$,dasse,O,sg ill,sse
([1-9][0-9]*)?[1-9]00\.$,das,O,sg in,s
([1-9][0-9]*)?[1-9]00\.$,as,O,sg in,s
([1-9][0-9]*)?[1-9]00\.$,s,O,sg in,s
([1-9][0-9]*)?[1-9]00\.$,ndaga,O,sg kom,ga
([1-9][0-9]*)?[1-9]00\.$,daga,O,sg kom,ga
([1-9][0-9]*)?[1-9]00\.$,t,O,sg p,t
([1-9][0-9]*)?[1-9]00\.$,dat,O,sg p,t
([1-9][0-9]*)?[1-9]00\.$,at,O,sg p,t
([1-9][0-9]*)?[1-9]00\.$,dani,O,sg ter,ni
([1-9][0-9]*)?[1-9]00\.$,ni,O,sg ter,ni
([1-9][0-9]*)?[1-9]00\.$,ani,O,sg ter,ni
([1-9][0-9]*)?[1-9]00\.$,ndani,O,sg ter,ni
([1-9][0-9]*)?[1-9]00\.$,ndaks,O,sg tr,ks
([1-9][0-9]*)?[1-9]00\.$,aks,O,sg tr,ks
([1-9][0-9]*)?[1-9]00\.$,daks,O,sg tr,ks
([1-9][0-9]*)?[1-9]00\.$,ks,O,sg tr,ks
([1-9][0-9]*)?[1-9]0\.$,ateta,O,pl ab,teta
([1-9][0-9]*)?[1-9]0\.$,ndateta,O,pl ab,teta
([1-9][0-9]*)?[1-9]0\.$,teta,O,pl ab,teta
([1-9][0-9]*)?[1-9]0\.$,endateta,O,pl ab,teta
([1-9][0-9]*)?[1-9]0\.$,dateta,O,pl ab,teta
([1-9][0-9]*)?[1-9]0\.$,nendateta,O,pl ab,teta
([1-9][0-9]*)?[1-9]0\.$,dailt,O,pl abl,ilt
([1-9][0-9]*)?[1-9]0\.$,nendailt,O,pl abl,ilt
([1-9][0-9]*)?[1-9]0\.$,ilt,O,pl abl,ilt
([1-9][0-9]*)?[1-9]0\.$,endailt,O,pl abl,ilt
([1-9][0-9]*)?[1-9]0\.$,ndailt,O,pl abl,ilt
([1-9][0-9]*)?[1-9]0\.$,ailt,O,pl abl,ilt
([1-9][0-9]*)?[1-9]0\.$,ndatelt,O,pl abl,telt
([1-9][0-9]*)?[1-9]0\.$,endatelt,O,pl abl,telt
([1-9][0-9]*)?[1-9]0\.$,nendatelt,O,pl abl,telt
([1-9][0-9]*)?[1-9]0\.$,telt,O,pl abl,telt
([1-9][0-9]*)?[1-9]0\.$,datelt,O,pl abl,telt
([1-9][0-9]*)?[1-9]0\.$,atelt,O,pl abl,telt
([1-9][0-9]*)?[1-9]0\.$,ndail,O,pl ad,il
([1-9][0-9]*)?[1-9]0\.$,ail,O,pl ad,il
([1-9][0-9]*)?[1-9]0\.$,nendail,O,pl ad,il
([1-9][0-9]*)?[1-9]0\.$,endail,O,pl ad,il
([1-9][0-9]*)?[1-9]0\.$,dail,O,pl ad,il
([1-9][0-9]*)?[1-9]0\.$,nendatel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0\.$,atel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0\.$,endatel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0\.$,datel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0\.$,aile,O,pl all,ile
([1-9][0-9]*)?[1-9]0\.$,nendaile,O,pl all,ile
([1-9][0-9]*)?[1-9]0\.$,endaile,O,pl all,ile
([1-9][0-9]*)?[1-9]0\.$,ndaile,O,pl all,ile
([1-9][0-9]*)?[1-9]0\.$,ile,O,pl all,ile
([1-9][0-9]*)?[1-9]0\.$,daile,O,pl all,ile
([1-9][0-9]*)?[1-9]0\.$,atele,O,pl all,tele
([1-9][0-9]*)?[1-9]0\.$,tele,O,pl all,tele
([1-9][0-9]*)?[1-9]0\.$,nendatele,O,pl all,tele
([1-9][0-9]*)?[1-9]0\.$,ndatele,O,pl all,tele
([1-9][0-9]*)?[1-9]0\.$,datele,O,pl all,tele
([1-9][0-9]*)?[1-9]0\.$,endatele,O,pl all,tele
([1-9][0-9]*)?[1-9]0\.$,ist,O,pl el,ist
([1-9][0-9]*)?[1-9]0\.$,nendaist,O,pl el,ist
([1-9][0-9]*)?[1-9]0\.$,ndaist,O,pl el,ist
([1-9][0-9]*)?[1-9]0\.$,aist,O,pl el,ist
([1-9][0-9]*)?[1-9]0\.$,endaist,O,pl el,ist
([1-9][0-9]*)?[1-9]0\.$,daist,O,pl el,ist
([1-9][0-9]*)?[1-9]0\.$,test,O,pl el,test
([1-9][0-9]*)?[1-9]0\.$,atest,O,pl el,test
([1-9][0-9]*)?[1-9]0\.$,datest,O,pl el,test
([1-9][0-9]*)?[1-9]0\.$,nendatest,O,pl el,test
([1-9][0-9]*)?[1-9]0\.$,endatest,O,pl el,test
([1-9][0-9]*)?[1-9]0\.$,ina,O,pl es,ina
([1-9][0-9]*)?[1-9]0\.$,nendaina,O,pl es,ina
([1-9][0-9]*)?[1-9]0\.$,aina,O,pl es,ina
([1-9][0-9]*)?[1-9]0\.$,ndaina,O,pl es,ina
([1-9][0-9]*)?[1-9]0\.$,daina,O,pl es,ina
([1-9][0-9]*)?[1-9]0\.$,endaina,O,pl es,ina
([1-9][0-9]*)?[1-9]0\.$,atena,O,pl es,tena
([1-9][0-9]*)?[1-9]0\.$,tena,O,pl es,tena
([1-9][0-9]*)?[1-9]0\.$,datena,O,pl es,tena
([1-9][0-9]*)?[1-9]0\.$,endatena,O,pl es,tena
([1-9][0-9]*)?[1-9]0\.$,ndatena,O,pl es,tena
([1-9][0-9]*)?[1-9]0\.$,nendatena,O,pl es,tena
([1-9][0-9]*)?[1-9]0\.$,endate,O,pl g,te
([1-9][0-9]*)?[1-9]0\.$,nendate,O,pl g,te
([1-9][0-9]*)?[1-9]0\.$,ate,O,pl g,te
([1-9][0-9]*)?[1-9]0\.$,endaisse,O,pl ill,isse
([1-9][0-9]*)?[1-9]0\.$,isse,O,pl ill,isse
([1-9][0-9]*)?[1-9]0\.$,aisse,O,pl ill,isse
([1-9][0-9]*)?[1-9]0\.$,ndaisse,O,pl ill,isse
([1-9][0-9]*)?[1-9]0\.$,daisse,O,pl ill,isse
([1-9][0-9]*)?[1-9]0\.$,nendaisse,O,pl ill,isse
([1-9][0-9]*)?[1-9]0\.$,nendatesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0\.$,ndatesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0\.$,tesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0\.$,endatesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0\.$,atesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0\.$,datesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0\.$,ais,O,pl in,is
([1-9][0-9]*)?[1-9]0\.$,ndais,O,pl in,is
([1-9][0-9]*)?[1-9]0\.$,is,O,pl in,is
([1-9][0-9]*)?[1-9]0\.$,nendais,O,pl in,is
([1-9][0-9]*)?[1-9]0\.$,endais,O,pl in,is
([1-9][0-9]*)?[1-9]0\.$,dais,O,pl in,is
([1-9][0-9]*)?[1-9]0\.$,dates,O,pl in,tes
([1-9][0-9]*)?[1-9]0\.$,ndates,O,pl in,tes
([1-9][0-9]*)?[1-9]0\.$,ates,O,pl in,tes
([1-9][0-9]*)?[1-9]0\.$,endates,O,pl in,tes
([1-9][0-9]*)?[1-9]0\.$,nendates,O,pl in,tes
([1-9][0-9]*)?[1-9]0\.$,tes,O,pl in,tes
([1-9][0-9]*)?[1-9]0\.$,datega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0\.$,ndatega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0\.$,nendatega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0\.$,endatega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0\.$,tega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0\.$,atega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0\.$,endad,O,pl n,d
([1-9][0-9]*)?[1-9]0\.$,ad,O,pl n,d
([1-9][0-9]*)?[1-9]0\.$,dad,O,pl n,d
([1-9][0-9]*)?[1-9]0\.$,nendad,O,pl n,d
([1-9][0-9]*)?[1-9]0\.$,id,O,pl p,id
([1-9][0-9]*)?[1-9]0\.$,aid,O,pl p,id
([1-9][0-9]*)?[1-9]0\.$,nendaid,O,pl p,id
([1-9][0-9]*)?[1-9]0\.$,endaid,O,pl p,id
([1-9][0-9]*)?[1-9]0\.$,daid,O,pl p,id
([1-9][0-9]*)?[1-9]0\.$,nendaini,O,pl ter,ini
([1-9][0-9]*)?[1-9]0\.$,endaini,O,pl ter,ini
([1-9][0-9]*)?[1-9]0\.$,ndaini,O,pl ter,ini
([1-9][0-9]*)?[1-9]0\.$,aini,O,pl ter,ini
([1-9][0-9]*)?[1-9]0\.$,daini,O,pl ter,ini
([1-9][0-9]*)?[1-9]0\.$,ini,O,pl ter,ini
([1-9][0-9]*)?[1-9]0\.$,nendateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0\.$,endateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0\.$,ateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0\.$,ndateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0\.$,dateni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0\.$,teni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0\.$,aiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]0\.$,daiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]0\.$,iks,O,pl tr,iks
([1-9][0-9]*)?[1-9]0\.$,endaiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]0\.$,nendaiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]0\.$,ndaiks,O,pl tr,iks
([1-9][0-9]*)?[1-9]0\.$,dateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0\.$,endateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0\.$,nendateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0\.$,ateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0\.$,ndateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0\.$,teks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0\.$,ndata,O,sg ab,ta
([1-9][0-9]*)?[1-9]0\.$,data,O,sg ab,ta
([1-9][0-9]*)?[1-9]0\.$,endata,O,sg ab,ta
([1-9][0-9]*)?[1-9]0\.$,nendata,O,sg ab,ta
([1-9][0-9]*)?[1-9]0\.$,ta,O,sg ab,ta
([1-9][0-9]*)?[1-9]0\.$,ata,O,sg ab,ta
([1-9][0-9]*)?[1-9]0\.$,endalt,O,sg abl,lt
([1-9][0-9]*)?[1-9]0\.$,nendalt,O,sg abl,lt
([1-9][0-9]*)?[1-9]0\.$,alt,O,sg abl,lt
([1-9][0-9]*)?[1-9]0\.$,lt,O,sg abl,lt
([1-9][0-9]*)?[1-9]0\.$,ndalt,O,sg abl,lt
([1-9][0-9]*)?[1-9]0\.$,dalt,O,sg abl,lt
([1-9][0-9]*)?[1-9]0\.$,dal,O,sg ad,l
([1-9][0-9]*)?[1-9]0\.$,nendal,O,sg ad,l
([1-9][0-9]*)?[1-9]0\.$,endal,O,sg ad,l
([1-9][0-9]*)?[1-9]0\.$,al,O,sg ad,l
([1-9][0-9]*)?[1-9]0\.$,endale,O,sg all,le
([1-9][0-9]*)?[1-9]0\.$,dale,O,sg all,le
([1-9][0-9]*)?[1-9]0\.$,nendale,O,sg all,le
([1-9][0-9]*)?[1-9]0\.$,ale,O,sg all,le
([1-9][0-9]*)?[1-9]0\.$,ast,O,sg el,st
([1-9][0-9]*)?[1-9]0\.$,dast,O,sg el,st
([1-9][0-9]*)?[1-9]0\.$,ndast,O,sg el,st
([1-9][0-9]*)?[1-9]0\.$,endast,O,sg el,st
([1-9][0-9]*)?[1-9]0\.$,nendast,O,sg el,st
([1-9][0-9]*)?[1-9]0\.$,st,O,sg el,st
([1-9][0-9]*)?[1-9]0\.$,ndana,O,sg es,na
([1-9][0-9]*)?[1-9]0\.$,dana,O,sg es,na
([1-9][0-9]*)?[1-9]0\.$,endana,O,sg es,na
([1-9][0-9]*)?[1-9]0\.$,na,O,sg es,na
([1-9][0-9]*)?[1-9]0\.$,ana,O,sg es,na
([1-9][0-9]*)?[1-9]0\.$,nendana,O,sg es,na
([1-9][0-9]*)?[1-9]0\.$,da,O,sg g,0
([1-9][0-9]*)?[1-9]0\.$,nenda,O,sg g,0
([1-9][0-9]*)?[1-9]0\.$,enda,O,sg g,0
([1-9][0-9]*)?[1-9]0\.$,nda,O,sg g,0
([1-9][0-9]*)?[1-9]0\.$,ndasse,O,sg ill,sse
([1-9][0-9]*)?[1-9]0\.$,asse,O,sg ill,sse
([1-9][0-9]*)?[1-9]0\.$,dasse,O,sg ill,sse
([1-9][0-9]*)?[1-9]0\.$,endasse,O,sg ill,sse
([1-9][0-9]*)?[1-9]0\.$,nendasse,O,sg ill,sse
([1-9][0-9]*)?[1-9]0\.$,sse,O,sg ill,sse
([1-9][0-9]*)?[1-9]0\.$,nendas,O,sg in,s
([1-9][0-9]*)?[1-9]0\.$,endas,O,sg in,s
([1-9][0-9]*)?[1-9]0\.$,das,O,sg in,s
([1-9][0-9]*)?[1-9]0\.$,ndas,O,sg in,s
([1-9][0-9]*)?[1-9]0\.$,as,O,sg in,s
([1-9][0-9]*)?[1-9]0\.$,s,O,sg in,s
([1-9][0-9]*)?[1-9]0\.$,endaga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0\.$,nendaga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0\.$,aga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0\.$,daga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0\.$,ndaga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0\.$,nendat,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,at,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,t,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,dat,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,endat,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,dani,O,sg ter,ni
([1-9][0-9]*)?[1-9]0\.$,ni,O,sg ter,ni
([1-9][0-9]*)?[1-9]0\.$,ani,O,sg ter,ni
([1-9][0-9]*)?[1-9]0\.$,ndani,O,sg ter,ni
([1-9][0-9]*)?[1-9]0\.$,nendani,O,sg ter,ni
([1-9][0-9]*)?[1-9]0\.$,endani,O,sg ter,ni
([1-9][0-9]*)?[1-9]0\.$,endaks,O,sg tr,ks
([1-9][0-9]*)?[1-9]0\.$,aks,O,sg tr,ks
([1-9][0-9]*)?[1-9]0\.$,nendaks,O,sg tr,ks
([1-9][0-9]*)?[1-9]0\.$,daks,O,sg tr,ks
([1-9][0-9]*)?[1-9]0\.$,ndaks,O,sg tr,ks
"([1-9][0-9]*)?[1-9]0{3,5}$",deteta,N,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeteta,N,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",teta,N,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",eteta,N,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",deilt,N,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",ilt,N,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeilt,N,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",eilt,N,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetelt,N,pl abl,telt
"([1-9][0-9]*)?[1-9]0{3,5}$",telt,N,pl abl,telt
"([1-9][0-9]*)?[1-9]0{3,5}$",detelt,N,pl abl,telt
"([1-9][0-9]*)?[1-9]0{3,5}$",etelt,N,pl abl,telt
"([1-9][0-9]*)?[1-9]0{3,5}$",deil,N,pl ad,il
"([1-9][0-9]*)?[1-9]0{3,5}$",il,N,pl ad,il
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeil,N,pl ad,il
"([1-9][0-9]*)?[1-9]0{3,5}$",eil,N,pl ad,il
"([1-9][0-9]*)?[1-9]0{3,5}$",etel,N,pl ad,tel
"([1-9][0-9]*)?[1-9]0{3,5}$",tel,N,pl ad,tel
"([1-9][0-9]*)?[1-9]0{3,5}$",eile,N,pl all,ile
"([1-9][0-9]*)?[1-9]0{3,5}$",deile,N,pl all,ile
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeile,N,pl all,ile
"([1-9][0-9]*)?[1-9]0{3,5}$",ile,N,pl all,ile
"([1-9][0-9]*)?[1-9]0{3,5}$",tele,N,pl all,tele
"([1-9][0-9]*)?[1-9]0{3,5}$",detele,N,pl all,tele
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetele,N,pl all,tele
"([1-9][0-9]*)?[1-9]0{3,5}$",etele,N,pl all,tele
"([1-9][0-9]*)?[1-9]0{3,5}$",ist,N,pl el,ist
"([1-9][0-9]*)?[1-9]0{3,5}$",eist,N,pl el,ist
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeist,N,pl el,ist
"([1-9][0-9]*)?[1-9]0{3,5}$",deist,N,pl el,ist
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetest,N,pl el,test
"([1-9][0-9]*)?[1-9]0{3,5}$",etest,N,pl el,test
"([1-9][0-9]*)?[1-9]0{3,5}$",detest,N,pl el,test
"([1-9][0-9]*)?[1-9]0{3,5}$",test,N,pl el,test
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeina,N,pl es,ina
"([1-9][0-9]*)?[1-9]0{3,5}$",ina,N,pl es,ina
"([1-9][0-9]*)?[1-9]0{3,5}$",eina,N,pl es,ina
"([1-9][0-9]*)?[1-9]0{3,5}$",deina,N,pl es,ina
"([1-9][0-9]*)?[1-9]0{3,5}$",detena,N,pl es,tena
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetena,N,pl es,tena
"([1-9][0-9]*)?[1-9]0{3,5}$",tena,N,pl es,tena
"([1-9][0-9]*)?[1-9]0{3,5}$",etena,N,pl es,tena
"([1-9][0-9]*)?[1-9]0{3,5}$",dete,N,pl g,te
"([1-9][0-9]*)?[1-9]0{3,5}$",ndete,N,pl g,te
"([1-9][0-9]*)?[1-9]0{3,5}$",ete,N,pl g,te
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeisse,N,pl ill,isse
"([1-9][0-9]*)?[1-9]0{3,5}$",isse,N,pl ill,isse
"([1-9][0-9]*)?[1-9]0{3,5}$",eisse,N,pl ill,isse
"([1-9][0-9]*)?[1-9]0{3,5}$",deisse,N,pl ill,isse
"([1-9][0-9]*)?[1-9]0{3,5}$",tesse,N,pl ill,tesse
"([1-9][0-9]*)?[1-9]0{3,5}$",detesse,N,pl ill,tesse
"([1-9][0-9]*)?[1-9]0{3,5}$",etesse,N,pl ill,tesse
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetesse,N,pl ill,tesse
"([1-9][0-9]*)?[1-9]0{3,5}$",deis,N,pl in,is
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeis,N,pl in,is
"([1-9][0-9]*)?[1-9]0{3,5}$",is,N,pl in,is
"([1-9][0-9]*)?[1-9]0{3,5}$",eis,N,pl in,is
"([1-9][0-9]*)?[1-9]0{3,5}$",detes,N,pl in,tes
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetes,N,pl in,tes
"([1-9][0-9]*)?[1-9]0{3,5}$",tes,N,pl in,tes
"([1-9][0-9]*)?[1-9]0{3,5}$",etes,N,pl in,tes
"([1-9][0-9]*)?[1-9]0{3,5}$",etega,N,pl kom,tega
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetega,N,pl kom,tega
"([1-9][0-9]*)?[1-9]0{3,5}$",detega,N,pl kom,tega
"([1-9][0-9]*)?[1-9]0{3,5}$",tega,N,pl kom,tega
"([1-9][0-9]*)?[1-9]0{3,5}$",ed,N,pl n,d
"([1-9][0-9]*)?[1-9]0{3,5}$",ded,N,pl n,d
"([1-9][0-9]*)?[1-9]0{3,5}$",eid,N,pl p,id
"([1-9][0-9]*)?[1-9]0{3,5}$",id,N,pl p,id
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeini,N,pl ter,ini
"([1-9][0-9]*)?[1-9]0{3,5}$",deini,N,pl ter,ini
"([1-9][0-9]*)?[1-9]0{3,5}$",eini,N,pl ter,ini
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeteni,N,pl ter,teni
"([1-9][0-9]*)?[1-9]0{3,5}$",eteni,N,pl ter,teni
"([1-9][0-9]*)?[1-9]0{3,5}$",deteni,N,pl ter,teni
"([1-9][0-9]*)?[1-9]0{3,5}$",teni,N,pl ter,teni
"([1-9][0-9]*)?[1-9]0{3,5}$",deiks,N,pl tr,iks
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeiks,N,pl tr,iks
"([1-9][0-9]*)?[1-9]0{3,5}$",iks,N,pl tr,iks
"([1-9][0-9]*)?[1-9]0{3,5}$",eiks,N,pl tr,iks
"([1-9][0-9]*)?[1-9]0{3,5}$",deteks,N,pl tr,teks
"([1-9][0-9]*)?[1-9]0{3,5}$",teks,N,pl tr,teks
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeteks,N,pl tr,teks
"([1-9][0-9]*)?[1-9]0{3,5}$",eteks,N,pl tr,teks
"([1-9][0-9]*)?[1-9]0{3,5}$",deta,N,sg ab,ta
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeta,N,sg ab,ta
"([1-9][0-9]*)?[1-9]0{3,5}$",eta,N,sg ab,ta
"([1-9][0-9]*)?[1-9]0{3,5}$",ndelt,N,sg abl,lt
"([1-9][0-9]*)?[1-9]0{3,5}$",elt,N,sg abl,lt
"([1-9][0-9]*)?[1-9]0{3,5}$",delt,N,sg abl,lt
"([1-9][0-9]*)?[1-9]0{3,5}$",del,N,sg ad,l
"([1-9][0-9]*)?[1-9]0{3,5}$",ele,N,sg all,le
"([1-9][0-9]*)?[1-9]0{3,5}$",ndele,N,sg all,le
"([1-9][0-9]*)?[1-9]0{3,5}$",dele,N,sg all,le
"([1-9][0-9]*)?[1-9]0{3,5}$",dest,N,sg el,st
"([1-9][0-9]*)?[1-9]0{3,5}$",est,N,sg el,st
"([1-9][0-9]*)?[1-9]0{3,5}$",ndena,N,sg es,na
"([1-9][0-9]*)?[1-9]0{3,5}$",dena,N,sg es,na
"([1-9][0-9]*)?[1-9]0{3,5}$",ena,N,sg es,na
"([1-9][0-9]*)?[1-9]0{3,5}$",na,N,sg es,na
"([1-9][0-9]*)?[1-9]0{3,5}$",esse,N,sg ill,sse
"([1-9][0-9]*)?[1-9]0{3,5}$",desse,N,sg ill,sse
"([1-9][0-9]*)?[1-9]0{3,5}$",ndesse,N,sg ill,sse
"([1-9][0-9]*)?[1-9]0{3,5}$",at,N,sg p,0
"([1-9][0-9]*)?[1-9]0{3,5}$",deni,N,sg ter,ni
"([1-9][0-9]*)?[1-9]0{3,5}$",eks,N,sg tr,ks
"([1-9][0-9]*)?[1-9]0{3,5}$",deks,N,sg tr,ks
"([1-9][0-9]*)?[1-9]0{3,5}$",teta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",ateta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendateta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",ndateta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",dendateta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",endateta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",dateta,O,pl ab,teta
"([1-9][0-9]*)?[1-9]0{3,5}$",ndendailt,O,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",ilt,O,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",endailt,O,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",ndailt,O,pl abl,ilt
"([1-9][0-9]*)?[1-9]0{3,5}$",dendailt,O,pl abl,ilt
